,회의번호,대수,회의구분,회수,차수,회의연도,안건,발언자,발언순번,sent_raw,sent_id
719,880,2,본회의,제15회,제75차,1953,4. 휴전회담에 관한 긴급질문,외무부장관 변영태,31,어떤 나라가 자기의 주권적 행동으로써 이웃나라에게 알리지 아니하고 행동을 취한 특권은 어떤 나라도 가지고 있는 것입니다.,589
720,880,2,본회의,제15회,제75차,1953,4. 휴전회담에 관한 긴급질문,외무부장관 변영태,31,그래서 오늘 얘기를 하는데 대체 이러한 별안간에 국제적으로 이런 재조를 넘어 가지고 요전번에 취할 태도와는 전연이 반대되는 이러한 것을 채택하고 그것을 우리에게 생각할 여유도 주지 아니하고 우리에게 강요한다고 하는 것은 이것은 주권국가로서 참을 수 없는 일입니다.,590
721,880,2,본회의,제15회,제75차,1953,4. 휴전회담에 관한 긴급질문,외무부장관 변영태,31,"또 하나는 자유진영으로서 인적자원, 물적자원 전부를 드려가지고 굉장히 파괴해 들어가면서 세계에 유래 없는 국제적 신의를 지켜 가지고 유엔과 투쟁해 오든 한국을 한국의 주권국가의 체면을 눈꼽만치라도 보장하려면 접수할 수 없는 안을 예전 안과 전연이 빨칵 뒤집어 가지고 이것을 한국에다 둘려 씨우려고 한다고 하는 것이야말로 자유진영에서 계속해서 투쟁하려는 여러 약소국가들의 마음을 써늘하게 만들 줄 압니다.",591
722,880,2,본회의,제15회,제75차,1953,4. 휴전회담에 관한 긴급질문,외무부장관 변영태,31,만일 이것이 통과가 된다고 하면 우리는 주권국가로서 정면으로는 공산주의하고 싸우고 또 한편으로는 공산주의 동정자임이 분명한 나라의 군대를 뒷문을 열고 받을 수는 절대로 없는 것입니다.,592
723,880,2,본회의,제15회,제75차,1953,4. 휴전회담에 관한 긴급질문,정일형 의원,33,"한국정부가, 우리 정부가 현재에 있어서 이를 반대하는 근본 이유는 제네바 협정에 있어서 호혜 인도적 처우를 하자는 그 원칙론에 대해서 반대하시는 것인가, 그렇지 않으면 대한민국이 주권국가이니까 주권의 침해를 당하는 그러한 우려가 있으니까 반대하는 것인가, 한 거름 더 나가서 우리 대한민국의 이 포로문제가 인도적 처우가 되고 명예로운 포로 교환이 될 것 같으면 중공 포로문제에 대해서는 양보할 국책이 서 있는가 없는가?",593
724,880,2,본회의,제15회,제75차,1953,4. 휴전회담에 관한 긴급질문,외무부장관 변영태,35,원칙적으로 국제적인 무엇이 있건 없건 우리 주권국가로 외국 사람에게 한국인 포로를 즉 송환을 반대하는 포로를 내 줄 수가 없다는 그것을 찬동하신다는 것을 표명하시면 내가 대답하기가 쉽겠다는 말씀입니다.,594
725,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,윤치영 의원,2,왜 말을 하느냐 하면 우리 한국이 먼저 우리 한국이 당하는 것이고 당신들은 한국의 주권을 침범했다고 말할 수밖에 없었읍니다.,595
726,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,윤치영 의원,2,독립한 대한민국의 주권 침범이에요.,596
727,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,윤치영 의원,2,"그다음에는 한국에다가 첵코 포란드 서전(瑞典)이나 서서(瑞西)나 노루웨이나 인도가 중립국으로서 포로를 관리하는 위원회의 일원이 되서 군대를 보내 가지고 이 귀국을 거부하는 포로를 감시한다고 하는 것은 당연히 한국의 주권을 침범하는 것이다……  내가 이 말은 안 할려고 했고 우리들은 될 수 있는 데로 이 말을 안 할려고 했으나 연합국을 망신시키고 한국을 망신시키는 문제이기 때문에 말하는 것이요, 한국 안에 있는 각 포로수용소에서 매일 일어나는 소위 인민재판 거기서 죽은 무수한 청년들이 있는 것을 당신들은 모르오?",597
728,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,윤치영 의원,2,당신네 군사와 우리 군사가 지키는 데도 당신네들의 정보기관에서 발표한 바에 의하면 남일(南日)이 판문점에 앉어서 뒤에서 직접 지령을 내 가지고 포로수용소 내에서 질서를 문란케 하는 것을 세계가 다 알고 있고 가진 짓을 권행(勸行)하고 있는 것을 이 세계가 잘 알고 있는 동시에 대단히 창피한 말이지만 포로수용소 소장 돗드 준장이 수용소에 가쳤다가 며칠 만에 석방 당한 창피한 일까지 당했으면서도 첵코 포랜드 공산당 국가의 군대가 들어와서 한국 안에서 치외법권을 가지고 거기를 지키고 감시한다고 하면 불상사가 안 일어난다고 누가 보장하겠으며 또한 이것은 한국의 주권을 침범하는 것은 물론일뿐만 아니라 이제 앞으로 한국이 공산화되지 않도록 하기 위해서 당신들이 투쟁하는데 이렇게 된다고 할 것 같으면 한국이 공산화 되지 않는다고 누가 보장하겠느냐 이런 말을 했읍니다.,598
729,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,윤치영 의원,2,"국제적 신의니 정의니 무엇이니 하는 것은 오늘날 판문점 회담으로 말미암아 땅에 떨어졌고 세계 초점이 모인만치 이 휴전회담에서 결정될 것은 결정될 것이요, 한국에 대한 문제는 당신들 마음대로 이리 가도 좋고 저리 가도 좋고 당신들 의사대로 하시요, 그러나 우리 삼천만의 의사는 한 사람이 남을 때까지 최후까지 북진할 결의가 되어 있다는 것을 알어 주시요, 당신들의 입장을 알기 때문에 강요하지 않지만 제출된 조건이 사실이 아니기를 바라면서 이것이 만일 사실이라면 그것은 대한민국 국민을 속이고 대한민국의 주권을 무시하고 대한민국을 희생시키고 당신들이 스스로 희생을 받는 것이며 이것을 우리가 인정하지 않는다는 것을 결론적으로 말씀드리지 않을 수 없다고 얘기했읍니다.",599
730,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,윤치영 의원,2,왜 이러한 판문점 회담이 시작될 때에 행정부 책임자로서 대한민국의 민의가 여기에 있고 삼천만이 무엇을 요구한다는 것을 명백히 하고 처음부터 참가하지 않었어야 할 것을 처음부터 반대해야 할 것을 오늘날까지 나가서 주권을 유린당하고 민의가 무시되고 국제적으로 국내적으로 모든 문제를 파탄에 이르게 한다는 것을 생각할 때에는 유감을 아니 말씀할 수 없다는 것을 표시했읍니다.,600
731,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,황성수 의원,12,우리 헌법 제2조에 의해서 주권은 국민에게 있는데 국민의 대표자들이 우리 생사가 달린 문제에 대해서 발표해 달라는데 발표 못 하신다면 매우 섭섭합니다 이렇게 배은희 의원께서 말씀하셨읍니다.,601
732,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,이진수 의원,14,분명히 된 오늘날 비밀회담 발표 못 할 회담이라고 하면 우리 주권을 침해하는 것으로 보며 우리 민족에 도움되는 일이라고 하면 떳떳하게 발표될 것입니다.,602
733,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,이진수 의원,14,"이것을 본다고 할지라도 아까 김정실 의원 말씀과 같이 우리는 정부의 태도가 그 시간을 단축시켜서 발표된다고 하지만 우리를 무력화시키고 우리 주권을 침해하는 비밀 신제안이라고 하면 성공할 수 없다는 것을 부언하면서 이래도 저래도 죽겠다, 대표단은 가장 강력하게 답변해 주시기 바랍니다.",603
734,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,이진수 의원,28,"비밀회담 하는 주권을 침해하고 우리를 죽이자고 하는, 말살하자고 하는 이러한 신제안을 철회하라고 누가 못 한단 이 말에요.",604
735,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,이진수 의원,28,"동의집에서 받아 준다고 하면……   본 의원을 받아 안 준다고 하면 본 의원은 미국의 이 우리 주권을 침해하고 이 지구상에서 우리 민족을 말살하자고 하는, 비밀에 부쳤다고 하지마는 그 비밀은 이미 신문에 보도되었읍니다.",605
736,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,이진수 의원,28,우리 주권이 있고서야 우리 법이 있을 것입니다.,606
737,881,2,본회의,제15회,제76차,1953,1. 대통령 방문 의원 결과보고의 건,이진수 의원,28,그런 까닭에 나는 바라건대 정헌조 의원께서 용감하게 받아주신다고 하면 이 주권과 민족을 말살하자고 하는 신제안을 유엔에 철회해 달라고 하는 결의를 국회에서 하는 것이 부끄럽지 않다고 생각하기 대문에 정헌조 의원이 받아 주시기를 바랍니다.,607
738,882,2,본회의,제15회,제77차,1953,5. 국보미술품 국외반출 전람에 관한 동의안,장홍염 의원,42,"문교장관은 일제시대 배일투쟁을 같이한 투사이오, 어학회사건으로 국권을 지키기 위해서 투옥까지 당하고 투쟁한 분인데 장관의 자리를 떠나서 개인적 국민적 양심에서 과연 이 국보를 전부 반출하는 것이 당신의 양심으로 타당하다고 생각하는가, 그렇지 않으면 타당하지 않다고 생각하는가, 국민적 양심에서 한번 답변해 주십시오.",608
739,886,2,본회의,제16회,제2차,1953,1. 수산업법안 제1독회,오의관 의원,14,우리나라가 해양주권을 선언하고 우리나라의 것이다 했지 거기에 대한 개발이라든지 거기에 대한 수산조합의 지능이라든지 이런 면을 전연 무시하고 단지 해양주권을 선언해 놓고 이것은 우리나라의 수산자원이다 그런 방면으로 나가기 때문에 일본도 그런 것을 무시하고 자기네들 실력으로서 해양주권선 가까이까지 와서 어업을 하고 있는 실정인 것입니다.,609
740,886,2,본회의,제16회,제2차,1953,1. 수산업법안 제1독회,오의관 의원,14,만일 이대로 말로만 해양주권을 선언한다면 결국 일본의 대어업가에 의하여 독점화 되지 않을까 이것을 확실히 보장할 수 없는 이때에 있어서 상공부장관은 원양어업을 장려하는 구체적인 방안과 시책을 명백히 말씀하셔서 이 수산업법을 심의하는 데에 참고가 되도록 해 주시기 바랍니다.,610
741,886,2,본회의,제16회,제2차,1953,1. 수산업법안 제1독회,상공위원장 황병규,18,"그다음에 제48조에 가서 자원보호 문제에 있어서 이 어족의 자원을 우리가 보호하지 않으면 안 될 것이고 또 해양주권선에 있어 가지고서도 주로 어업자원 문제를, 물론 국방상 문제도 있읍니다만 우리나라 어족의 자원을 확보하기 위해서 우리는 해양주권선을 주장해 가지고 있는 것으로 봅니다.",611
742,886,2,본회의,제16회,제2차,1953,1. 수산업법안 제1독회,상공위원장 황병규,18,"이것은 얼마든지, 우리가 장려해 가지고 50톤 이상 120마력 이상의 완전한 선박을 가진 배는 얼마든지 내 가지고 현재 해양주권선을 우리가 확보하며 일인의 침범을 막고 그 어장을 완전히 우리가 이용할 수 있는 실권을 주자는 것입니다.",612
743,886,2,본회의,제16회,제2차,1953,1. 수산업법안 제1독회,상공부장관 이재형,22,이 평화선이라 할까 해양주권선이라 할까 이 문제는 수산업법에서 해결할 것이 아니고 이것은 국가주권의 입장에서 우리가 주창해 나갈 문제라고 생각하는 것입니다.,613
744,887,2,본회의,제16회,제3차,1953,개의,이진수 의원,15,일리나 이론나 수산법보다도 국가 주권에 관계되는 중대한 처지에 있는 것입니다.,614
